2,2,3.4658
4,4,176.1
5,5,1.0669
6,6,37.225
8,8,25.895
9,9,3.1935
10,10,22.029
11,11,196.82
12,12,119.45
13,13,9.4991
14,14,71.497
15,15,21.11
16,16,221.43
17,17,5.2964
18,18,161.9
20,20,15.999
21,21,767.39
22,22,26.941
23,23,810.94
24,24,227.75
25,25,86.884
26,26,950.35
27,27,418.3
31,31,13.297
32,32,9.1047
33,33,588.8
34,34,10.312
35,35,68.272
36,36,986.81
37,37,139.01
40,40,16.755
42,42,1.3215
43,43,51.711
44,44,26.835
45,45,2.2407
46,46,158.35
48,48,17.343
49,49,55.872
50,50,2.8276
51,51,16.879
52,52,47.757
53,53,34.98
55,55,2.3495
56,56,46.179
57,57,12.291
58,58,145.89
59,59,52.9
60,60,9.0713
61,61,5.2426
63,63,133.31
64,64,472.45
65,65,6.8053
66,66,6.6226
67,67,178.8
69,69,2.9895
70,70,2.7078
71,71,1.6365
73,73,10.551
74,74,5.5652
76,76,46.39
77,77,19.795
78,78,17.893
83,83,21.096
84,84,38.483
85,85,1.96
88,88,13.587
89,89,988.15
91,91,50.405
92,92,48.792
93,93,2.7526
94,94,2.5233
95,95,3.455
96,96,271.84
98,98,1.2065
99,99,790.88
100,100,31.883
101,101,240.66
102,102,4.8365
104,104,244.12
105,105,78.995
106,106,4.7058
109,109,3.2918
113,113,11.065
114,114,5.6029
115,115,29.624
116,116,13.913
118,118,62.933
119,119,21.675
121,121,23.073
124,124,308.66
125,125,475.72
126,126,45.528
127,127,1.4794
128,128,64.716
129,129,91.453
130,130,1.7604
135,135,17.792
137,137,13.596
138,138,273.01
139,139,2.609
143,143,110.87
144,144,46.295
145,145,11.643
147,147,859.86
148,148,1.3664
149,149,55.357
150,150,56.762
151,151,132.55
152,152,176.36
153,153,3.5196
154,154,4.8278
156,156,106.62
157,157,88.268
158,158,411.17
159,159,11.339
161,161,205.08
162,162,26.567
164,164,119.88
165,165,1.5474
167,167,841.68
170,170,1.6881
172,172,23.396
173,173,1.9455
175,175,2.7596
177,177,9.8413
178,178,82.902
179,179,33.067
180,180,116.42
181,181,237.66
182,182,437.31
183,183,5.8094
185,185,17.101
187,187,20.009
188,188,818.77
189,189,21.32
190,190,399.35
191,191,10.197
193,193,882.53
195,195,521.08
196,196,15.896
197,197,4.6108
198,198,1.992
199,199,968.41
200,200,5.6925
202,202,22.204
203,203,5.8755
204,204,3.5201
205,205,355.89
206,206,21.795
209,209,3.4819
210,210,2.987
212,212,480.34
213,213,107.75
214,214,37.528
215,215,188.88
216,216,4.3118
218,218,45.897
220,220,11.133
223,223,179.38
225,225,51.435
229,229,97.551
231,231,1.134
232,232,19.077
233,233,690.95
234,234,9.5724
235,235,90.482
236,236,1.8599
237,237,256.92
238,238,18.541
239,239,8.3784
240,240,2.6344
242,242,243.51
243,243,19.747
246,246,592.27
248,248,1.2935
249,249,3.1122
251,251,1.2958
252,252,9.5969
255,255,1.6067
256,256,180.37
259,259,127.74
260,260,125.69
262,262,187.53
265,265,35.789
266,266,152.35
267,267,882.21
268,268,1.1014
269,269,1.0085
270,270,45.165
272,272,112.77
273,273,6.1692
274,274,6.3932
275,275,1.1339
276,276,34.932
277,277,2.7282
278,278,59.993
279,279,4.1423
280,280,253.74
281,281,300.95
283,283,119.76
284,284,420.53
285,285,1.0197
286,286,12.907
287,287,6.9008
290,290,7.8237
291,291,64.781
293,293,68.686
294,294,57.181
295,295,12.743
297,297,347.74
298,298,1.6403
299,299,84.933
300,300,2.0182
301,301,257.11
302,302,21.157
303,303,10.237
304,304,20.036
305,305,2.8206
306,306,28.657
308,308,29.48
309,309,7.9878
310,310,93.144
312,312,660.62
313,313,2.136
314,314,82.048
315,315,2.0447
317,317,214.69
319,319,6.7225
320,320,561.57
321,321,3.9599
322,322,1.2958
323,323,101.2
324,324,402.25
325,325,52.784
326,326,2.7676
328,328,448.05
330,330,3.1891
331,331,2.4096
332,332,12.406
333,333,1.2459
334,334,830.97
335,335,1.5916
336,336,73.25
337,337,31.507
338,338,4.654
340,340,35.771
341,341,54.277
342,342,176.34
344,344,48.994
349,349,1.6389
352,352,476.96
354,354,24.72
356,356,10.37
359,359,5.5025
361,361,245.75
362,362,83.137
363,363,234.37
365,365,66.934
366,366,1.0335
368,368,35.045
369,369,3.3425
370,370,13.235
371,371,27.054
372,372,66.61
373,373,2.1077
375,375,11.279
376,376,744.26
377,377,9.0708
378,378,520.14
379,379,643.09
380,380,69.057
381,381,31.355
382,382,85.752
383,383,50.176
384,384,14.949
385,385,17.372
387,387,158.65
389,389,19.466
390,390,97.65
391,391,609.45
393,393,213.65
396,396,38.192
397,397,290.91
398,398,93.313
399,399,174.73
400,400,22.039
401,401,3.3306
403,403,20.583
404,404,2.1526
405,405,107.85
408,408,307.68
409,409,1.3542
411,411,158.52
412,412,5.5002
413,413,94.085
414,414,203.73
416,416,17.821
417,417,1.3547
418,418,197.42
419,419,2.8305
420,420,19.161
421,421,1.2286
422,422,9.5238
424,424,206.92
426,426,42.132
427,427,6.6417
428,428,312.29
429,429,14.391
431,431,4.464
432,432,12.688
433,433,282.88
434,434,1.0121
435,435,452.14
438,438,646.26
439,439,1.5235
440,440,3.1454
442,442,592.91
443,443,3.5431
444,444,973.01
445,445,2.5967
446,446,600.22
447,447,429.58
448,448,67.697
449,449,948.65
454,454,5.309
455,455,309.28
456,456,20.467
457,457,65.338
458,458,426.65
461,461,19.259
462,462,2.4887
463,463,2.2779
464,464,188.56
465,465,25.025
469,469,250.82
471,471,698.43
473,473,2.0702
474,474,7.3183
475,475,1.2234
476,476,30.651
479,479,12.636
480,480,45.998
483,483,369.77
484,484,8.5974
486,486,16.213
487,487,52.214
488,488,440.61
490,490,888.06
491,491,316.08
493,493,149.79
494,494,98.477
495,495,54.764
496,496,755.82
497,497,1.2806
498,498,1.8061
500,500,290.94
502,502,2.8606
503,503,460.09
504,504,9.4894
506,506,108.2
507,507,33.921
508,508,7.4739
510,510,4.5534
512,512,38.026
513,513,835.21
514,514,1.5567
515,515,8.7403
516,516,391.03
517,517,3.3935
518,518,10.039
519,519,236.03
521,521,108.14
522,522,10.995
523,523,482.88
525,525,1.0147
526,526,104.3
527,527,43.437
534,534,8.7372
535,535,25.497
536,536,26.284
537,537,102.14
538,538,4.5702
542,542,71.316
543,543,27.859
544,544,342.11
545,545,154.21
547,547,808.66
548,548,1.2847
553,553,14.094
554,554,10.323
555,555,2.8837
556,556,1.6473
557,557,3.9381
558,558,287.13
559,559,8.4154
560,560,35.418
561,561,3.1145
562,562,788.77
563,563,3.006
565,565,3.9297
566,566,1.4329
567,567,17.892
570,570,64.707
571,571,174.99
572,572,12.468
573,573,3.0116
